time,side,price,equity
2025-05-15 13:01:00+00:00,BUY,102718.81373999998,8487.786698390584
2025-05-15 13:24:00+00:00,SELL,102587.012834,8459.950506539137
2025-05-15 13:31:00+00:00,BUY,102761.601123,8459.950506539137
2025-05-15 13:32:00+00:00,SELL,102549.8144425,8425.638371078385
2025-05-15 14:00:00+00:00,BUY,102311.3210955,8425.638371078385
2025-05-15 14:01:00+00:00,SELL,102130.259325,8393.914357378742
2025-05-15 14:02:00+00:00,BUY,102334.55170499999,8393.914357378742
2025-05-15 14:07:00+00:00,SELL,102076.49472075001,8356.010305928752
2025-05-15 14:14:00+00:00,BUY,102194.62177499999,8356.010305928752
2025-05-15 14:15:00+00:00,SELL,102001.99398975,8323.587788994872
2025-05-15 14:19:00+00:00,BUY,102255.50370075,8323.587788994872
2025-05-15 14:28:00+00:00,SELL,102066.17638250001,8291.56851924559
2025-05-15 14:55:00+00:00,BUY,101864.85697499999,8291.56851924559
2025-05-15 16:27:00+00:00,SELL,103083.64639300002,8374.002056284713
2025-05-15 16:28:00+00:00,BUY,103241.85162824999,8374.002056284713
2025-05-15 16:31:00+00:00,SELL,103072.47798,8343.551900799272
2025-05-15 16:35:00+00:00,BUY,103294.20729299998,8343.551900799272
2025-05-15 17:55:00+00:00,SELL,103917.51525000001,8377.11996872564
2025-05-15 18:11:00+00:00,BUY,104003.49576,8377.11996872564
2025-05-15 18:14:00+00:00,SELL,103900.64868750001,8352.10669147642
2025-05-15 19:13:00+00:00,BUY,103141.48496999999,8352.10669147642
2025-05-15 19:15:00+00:00,SELL,102977.46051250001,8322.15514321969
2025-05-15 19:16:00+00:00,BUY,103180.26435,8322.15514321969
2025-05-15 19:23:00+00:00,SELL,102937.45752400001,8285.974363678592
2025-05-15 19:35:00+00:00,BUY,103153.4119305,8285.974363678592
2025-05-15 19:38:00+00:00,SELL,102911.3895645,8250.008702428328
2025-05-15 19:39:00+00:00,BUY,103097.44946325,8250.008702428328
2025-05-15 19:54:00+00:00,SELL,102989.40853550001,8224.888624507157
2025-05-15 19:55:00+00:00,BUY,103131.6050325,8224.888624507157
2025-05-15 20:08:00+00:00,SELL,103090.1041625,8205.143936364719
2025-05-15 20:09:00+00:00,BUY,103245.9321675,8205.143936364719
2025-05-15 20:10:00+00:00,SELL,103072.16463675,8174.959834122102
2025-05-15 20:19:00+00:00,BUY,103363.95264825,8174.959834122102
2025-05-15 21:02:00+00:00,SELL,103220.56390000001,8147.3002749791785
2025-05-15 21:32:00+00:00,BUY,103189.9181745,8147.3002749791785
2025-05-15 21:34:00+00:00,SELL,103020.625919,8117.674169041193
2025-05-15 21:36:00+00:00,BUY,103171.64504250001,8117.674169041193
2025-05-15 21:38:00+00:00,SELL,102967.240625,8085.396292469055
2025-05-15 21:40:00+00:00,BUY,103164.22283325,8085.396292469055
2025-05-15 22:48:00+00:00,SELL,103569.9441225,8100.968035107761
2025-05-15 23:09:00+00:00,BUY,103669.60839974998,8100.968035107761
2025-05-15 23:13:00+00:00,SELL,103518.53484000001,8072.992583030045
2025-05-15 23:26:00+00:00,BUY,103625.14117725,8072.992583030045
2025-05-16 00:27:00+00:00,SELL,103740.80714825001,8065.847700039675
2025-05-16 00:31:00+00:00,BUY,103967.907975,8065.847700039675
2025-05-16 00:49:00+00:00,SELL,103817.00602975,8038.040474610247
2025-05-16 01:10:00+00:00,BUY,103847.2626825,8038.040474610247
2025-05-16 01:13:00+00:00,SELL,103631.9431075,8005.339468539663
2025-05-16 01:27:00+00:00,BUY,103791.219675,8005.339468539663
2025-05-16 02:18:00+00:00,SELL,103915.99601,7998.941462537972
2025-05-16 02:23:00+00:00,BUY,104277.7358115,7998.941462537972
2025-05-16 02:42:00+00:00,SELL,104186.482699,7975.965723205556
2025-05-16 03:03:00+00:00,BUY,104291.6347575,7975.965723205556
2025-05-16 03:05:00+00:00,SELL,104088.48072450001,7944.516108726992
2025-05-16 03:24:00+00:00,BUY,104284.8413625,7944.516108726992
2025-05-16 03:35:00+00:00,SELL,104163.97245975,7919.445522314464
2025-05-16 04:02:00+00:00,BUY,104210.13552825,7919.445522314464
2025-05-16 04:08:00+00:00,SELL,104104.87152500001,7895.6310076220125
2025-05-16 05:05:00+00:00,BUY,104087.14206225,7895.6310076220125
2025-05-16 05:08:00+00:00,SELL,103942.612695,7868.906141922391
2025-05-16 05:10:00+00:00,BUY,104077.05752249999,7868.906141922391
2025-05-16 05:13:00+00:00,SELL,103930.23038925,7842.097298203083
2025-05-16 05:14:00+00:00,BUY,104066.33716499999,7842.097298203083
2025-05-16 05:31:00+00:00,SELL,103960.75362,7818.480421509304
2025-05-16 05:45:00+00:00,BUY,104109.486729,7818.480421509304
2025-05-16 05:54:00+00:00,SELL,103948.65967000001,7790.797530132402
2025-05-16 06:03:00+00:00,BUY,104065.24662,7790.797530132402
2025-05-16 06:04:00+00:00,SELL,103925.37132,7764.772957851076
2025-05-16 06:15:00+00:00,BUY,104105.02649999999,7764.772957851076
2025-05-16 06:17:00+00:00,SELL,103935.3113475,7736.61811383489
2025-05-16 06:18:00+00:00,BUY,104086.44871575,7736.61811383489
2025-05-16 06:28:00+00:00,SELL,103939.84907750001,7710.277825104519
2025-05-16 06:30:00+00:00,BUY,104076.55226999999,7710.277825104519
2025-05-16 06:36:00+00:00,SELL,103962.5077425,7686.43313584752
2025-05-16 06:42:00+00:00,BUY,104098.34316,7686.43313584752
2025-05-16 06:55:00+00:00,SELL,103949.60919500001,7660.107662902971
2025-05-16 06:59:00+00:00,BUY,104085.066525,7660.107662902971
2025-05-16 07:00:00+00:00,SELL,103920.92354500001,7632.739204831912
2025-05-16 07:13:00+00:00,BUY,104056.08454124999,7632.739204831912
2025-05-16 07:31:00+00:00,SELL,103971.59819500001,7611.296490967535
2025-05-16 08:51:00+00:00,BUY,103419.04367999999,7611.296490967535
2025-05-16 10:07:00+00:00,SELL,103618.35440525,7610.720790992698
2025-05-16 10:10:00+00:00,BUY,103778.6323845,7610.720790992698
2025-05-16 10:29:00+00:00,SELL,103693.13249750002,7589.249265537951
2025-05-16 10:30:00+00:00,BUY,103829.7139125,7589.249265537951
2025-05-16 11:10:00+00:00,SELL,103759.76616400002,7568.975869617017
2025-05-16 11:11:00+00:00,BUY,103904.42624999999,7568.975869617017
2025-05-16 11:14:00+00:00,SELL,103754.2899035,7542.930583568465
2025-05-16 11:21:00+00:00,BUY,103988.6233275,7542.930583568465
2025-05-16 11:23:00+00:00,SELL,103712.587765,7507.869743513795
2025-05-16 12:06:00+00:00,BUY,103812.26469225,7507.869743513795
2025-05-16 12:15:00+00:00,SELL,103656.8506475,7481.644186874582
2025-05-16 12:35:00+00:00,BUY,103776.55834799999,7481.644186874582
2025-05-16 12:37:00+00:00,SELL,103621.36489925,7455.522263837998
2025-05-16 12:42:00+00:00,BUY,103778.909523,7455.522263837998
2025-05-16 12:44:00+00:00,SELL,103613.86065325,7428.785194329019
2025-05-16 13:06:00+00:00,BUY,103708.25171175,7428.785194329019
2025-05-16 13:16:00+00:00,SELL,103601.63976675,7406.31353733957
2025-05-16 13:23:00+00:00,BUY,103753.7759625,7406.31353733957
2025-05-16 13:25:00+00:00,SELL,103547.92014,7376.842970571408
2025-05-16 13:34:00+00:00,BUY,103686.19718999999,7376.842970571408
2025-05-16 13:42:00+00:00,SELL,103600.11702850001,7355.984657303223
2025-05-16 13:43:00+00:00,BUY,103736.88201974999,7355.984657303223
2025-05-16 14:03:00+00:00,SELL,103698.5377935,7338.566489280961
2025-05-16 14:15:00+00:00,BUY,103822.895505,7338.566489280961
2025-05-16 14:31:00+00:00,SELL,103727.92409300001,7317.197201399067
2025-05-16 14:33:00+00:00,BUY,103882.41524999999,7317.197201399067
2025-05-16 14:34:00+00:00,SELL,103674.86213725,7287.979866961736
2025-05-16 15:00:00+00:00,BUY,103765.08211275,7287.979866961736
2025-05-16 15:25:00+00:00,SELL,103870.64869500001,7280.810882516198
2025-05-16 15:26:00+00:00,BUY,104015.491755,7280.810882516198
2025-05-16 15:29:00+00:00,SELL,103833.6022275,7253.55020381621
2025-05-16 15:31:00+00:00,BUY,104048.36768474999,7253.55020381621
2025-05-16 15:38:00+00:00,SELL,103908.8725735,7229.345138536251
2025-05-16 15:42:00+00:00,BUY,104091.14306175,7229.345138536251
2025-05-16 15:49:00+00:00,SELL,103915.89855875,7202.7469144932675
2025-05-16 15:50:00+00:00,BUY,104051.27513775,7202.7469144932675
2025-05-16 15:52:00+00:00,SELL,103893.35233750001,7177.438577933335
2025-05-16 15:53:00+00:00,BUY,104032.70535749999,7177.438577933335
2025-05-16 16:18:00+00:00,SELL,104179.50868775001,7173.198907149756
2025-05-16 16:52:00+00:00,BUY,104281.7148,7173.198907149756
2025-05-16 17:06:00+00:00,SELL,104082.23334975001,7145.165434081056
2025-05-16 17:14:00+00:00,BUY,104234.5262175,7145.165434081056
2025-05-16 17:33:00+00:00,SELL,104145.59915100002,7124.798578572205
2025-05-16 18:08:00+00:00,BUY,104135.27461649998,7124.798578572205
2025-05-16 18:17:00+00:00,SELL,103989.9440175,7100.632654415536
2025-05-16 18:26:00+00:00,BUY,104127.387675,7100.632654415536
2025-05-16 18:27:00+00:00,SELL,103954.0619675,7074.642726950007
2025-05-16 18:34:00+00:00,BUY,104087.267625,7074.642726950007
2025-05-16 18:35:00+00:00,SELL,103935.756125,7050.22311095413
2025-05-16 18:36:00+00:00,BUY,104120.57927249999,7050.22311095413
2025-05-16 18:40:00+00:00,SELL,103960.00549425,7025.278661873593
2025-05-16 19:31:00+00:00,BUY,103839.99905249999,7025.278661873593
2025-05-16 19:49:00+00:00,SELL,103722.5437845,7003.304597194657
2025-05-16 19:53:00+00:00,BUY,104016.43972875,7003.304597194657
2025-05-16 20:32:00+00:00,SELL,103728.42084450001,6969.951782999254
2025-05-16 20:59:00+00:00,BUY,103803.3047145,6969.951782999254
2025-05-16 21:15:00+00:00,SELL,103644.022065,6945.345074447435
2025-05-16 21:34:00+00:00,BUY,103766.855499,6945.345074447435
2025-05-16 21:37:00+00:00,SELL,103611.57829500001,6921.08905875109
2025-05-16 21:38:00+00:00,BUY,103765.51683,6921.08905875109
2025-05-16 21:42:00+00:00,SELL,103646.21346875001,6899.312256007587
2025-05-16 21:43:00+00:00,BUY,103810.46929499999,6899.312256007587
2025-05-16 21:45:00+00:00,SELL,103643.740206,6874.461756358693
2025-05-16 21:46:00+00:00,BUY,103777.69641674998,6874.461756358693
2025-05-16 21:47:00+00:00,SELL,103647.82216400001,6852.133750246829
2025-05-16 21:48:00+00:00,BUY,103760.5493475,6852.133750246829
2025-05-16 21:52:00+00:00,SELL,103627.08153950001,6829.640013797521
2025-05-16 22:23:00+00:00,BUY,103651.23471749999,6829.640013797521
2025-05-16 22:26:00+00:00,SELL,103484.50436375,6805.023564566123
2025-05-16 22:58:00+00:00,BUY,103617.51786749999,6805.023564566123
2025-05-16 23:42:00+00:00,SELL,103529.75222850002,6785.667884488818
2025-05-17 00:09:00+00:00,BUY,103608.14868525,6785.667884488818
2025-05-17 00:10:00+00:00,SELL,103427.37544250001,6760.287515887635
2025-05-17 00:13:00+00:00,BUY,103628.5884,6760.287515887635
2025-05-17 00:15:00+00:00,SELL,103407.77025,6732.397262072292
2025-05-17 00:52:00+00:00,BUY,103384.95364349999,6732.397262072292
2025-05-17 01:00:00+00:00,SELL,103181.81228550001,6705.7371392461055
2025-05-17 01:29:00+00:00,BUY,103082.405445,6705.7371392461055
2025-05-17 01:31:00+00:00,SELL,102940.34408,6683.10944010363
2025-05-17 01:43:00+00:00,BUY,103026.59655449999,6683.10944010363
2025-05-17 01:45:00+00:00,SELL,102822.90283,6656.563152125841
2025-05-17 01:58:00+00:00,BUY,102917.49252975,6656.563152125841
2025-05-17 02:13:00+00:00,SELL,102793.95681025,6635.282532666273
2025-05-17 02:17:00+00:00,BUY,102983.35594499999,6635.282532666273
2025-05-17 05:45:00+00:00,SELL,103435.67878875001,6651.103791051371
2025-05-17 06:13:00+00:00,BUY,103574.395317,6651.103791051371
2025-05-17 06:19:00+00:00,SELL,103406.52437325001,6627.049831114765
2025-05-17 06:42:00+00:00,BUY,103576.74999375,6627.049831114765
2025-05-17 06:51:00+00:00,SELL,103396.29049275,6602.279275634832
2025-05-17 06:59:00+00:00,BUY,103545.2317425,6602.279275634832
2025-05-17 08:03:00+00:00,SELL,103370.279005,6577.948234864081
2025-05-17 08:27:00+00:00,BUY,103528.7635125,6577.948234864081
2025-05-17 08:56:00+00:00,SELL,103395.646315,6556.35790338884
2025-05-17 09:01:00+00:00,BUY,103551.87806399999,6556.35790338884
2025-05-17 09:03:00+00:00,SELL,103394.608834,6533.314192031641
2025-05-17 09:04:00+00:00,BUY,103548.93359249999,6533.314192031641
2025-05-17 09:06:00+00:00,SELL,103399.11707875,6510.820472648312
2025-05-17 10:09:00+00:00,BUY,103084.1353095,6510.820472648312
2025-05-17 10:30:00+00:00,SELL,102949.73888025,6489.3337980576525
2025-05-17 11:35:00+00:00,BUY,103034.41095974999,6489.3337980576525
2025-05-17 12:08:00+00:00,SELL,102910.30210850001,6468.560596880513
2025-05-17 12:09:00+00:00,BUY,103053.58154024999,6468.560596880513
2025-05-17 12:14:00+00:00,SELL,102900.514005,6446.041268635275
2025-05-17 12:16:00+00:00,BUY,103041.40995749999,6446.041268635275
2025-05-17 12:21:00+00:00,SELL,102920.883815,6425.630857072981
2025-05-17 12:23:00+00:00,BUY,103100.73560549998,6425.630857072981
2025-05-17 12:40:00+00:00,SELL,102917.64543500001,6401.397953978653
2025-05-17 12:53:00+00:00,BUY,103066.29739499999,6401.397953978653
2025-05-17 12:54:00+00:00,SELL,102887.54749150001,6377.521682330169
2025-05-17 13:10:00+00:00,BUY,103035.542025,6377.521682330169
2025-05-17 13:23:00+00:00,SELL,102937.659423,6358.726553958349
2025-05-17 14:03:00+00:00,BUY,102950.40397725,6358.726553958349
2025-05-17 14:07:00+00:00,SELL,102802.6299715,6336.906450881689
2025-05-17 14:09:00+00:00,BUY,102971.93723849999,6336.906450881689
2025-05-17 15:17:00+00:00,SELL,102956.2911025,6323.2780344034545
2025-05-17 15:18:00+00:00,BUY,103114.3464075,6323.2780344034545
2025-05-17 15:46:00+00:00,SELL,103001.7483625,6303.746757796562
2025-05-17 16:09:00+00:00,BUY,103138.2983775,6303.746757796562
2025-05-17 16:12:00+00:00,SELL,102972.61793500002,6281.039527905486
2025-05-17 16:23:00+00:00,BUY,103188.558495,6281.039527905486
2025-05-17 16:27:00+00:00,SELL,102968.24012500001,6255.099861194035
2025-05-17 16:28:00+00:00,BUY,103151.61553274999,6255.099861194035
2025-05-17 16:29:00+00:00,SELL,102984.058212,6232.455574698012
2025-05-17 17:00:00+00:00,BUY,103053.9012,6232.455574698012
2025-05-17 18:15:00+00:00,SELL,103055.35504575001,6220.084645385311
2025-05-17 18:18:00+00:00,BUY,103388.244288,6220.084645385311
2025-05-17 18:25:00+00:00,SELL,103139.54393025002,6192.718196265307
2025-05-17 18:28:00+00:00,BUY,103326.71253749999,6192.718196265307
2025-05-17 18:34:00+00:00,SELL,103015.764351,6161.740033278932
2025-05-17 19:17:00+00:00,BUY,103180.84614074999,6161.740033278932
2025-05-17 19:28:00+00:00,SELL,103035.41152250001,6140.755031186887
2025-05-17 19:34:00+00:00,BUY,103206.55748999999,6140.755031186887
2025-05-17 20:08:00+00:00,SELL,103086.580925,6121.355367102288
2025-05-17 20:09:00+00:00,BUY,103248.23781975,6121.355367102288
2025-05-17 20:11:00+00:00,SELL,103080.29057175,6099.181468302104
2025-05-17 20:17:00+00:00,BUY,103251.09975,6099.181468302104
2025-05-17 20:25:00+00:00,SELL,103076.985725,6076.724614696581
2025-05-17 20:26:00+00:00,BUY,103230.6045075,6076.724614696581
2025-05-17 20:27:00+00:00,SELL,103074.8457955,6055.426750972896
2025-05-17 20:29:00+00:00,BUY,103225.47694499999,6055.426750972896
2025-05-17 21:25:00+00:00,SELL,103204.62187500001,6042.100995571176
2025-05-17 21:41:00+00:00,BUY,103361.761053,6042.100995571176
2025-05-17 21:43:00+00:00,SELL,103218.18509000001,6021.646756106487
2025-05-17 21:48:00+00:00,BUY,103381.753044,6021.646756106487
2025-05-17 21:52:00+00:00,SELL,103194.42697500001,5998.720168788731
2025-05-17 23:10:00+00:00,BUY,103250.4344175,5998.720168788731
2025-05-18 00:20:00+00:00,SELL,103118.784815,5979.095340816545
2025-05-18 00:22:00+00:00,BUY,103280.77958249999,5979.095340816545
2025-05-18 01:28:00+00:00,SELL,103204.71532825001,5962.748446173419
2025-05-18 01:49:00+00:00,BUY,103349.699025,5962.748446173419
2025-05-18 01:51:00+00:00,SELL,103173.84227250001,5940.7031597822925
2025-05-18 01:52:00+00:00,BUY,103346.32533899999,5940.7031597822925
2025-05-18 01:57:00+00:00,SELL,103217.415475,5921.432323607455
2025-05-18 02:00:00+00:00,BUY,103400.49441,5921.432323607455
2025-05-18 02:39:00+00:00,SELL,103237.5024265,5900.279983225184
2025-05-18 02:45:00+00:00,BUY,103407.17774999999,5900.279983225184
2025-05-18 03:07:00+00:00,SELL,103181.55191575001,5875.63713985843
2025-05-18 03:30:00+00:00,BUY,103415.60195999999,5875.63713985843
2025-05-18 03:31:00+00:00,SELL,103228.008176,5853.254761690013
2025-05-18 03:35:00+00:00,BUY,103386.9626475,5853.254761690013
2025-05-18 03:52:00+00:00,SELL,103222.75780250001,5832.27622877354
2025-05-18 03:53:00+00:00,BUY,103362.8505975,5832.27622877354
2025-05-18 04:55:00+00:00,SELL,103280.44044675,5815.976789382483
2025-05-18 05:01:00+00:00,BUY,103452.2852925,5815.976789382483
2025-05-18 06:30:00+00:00,SELL,103405.31297925001,5801.71519741372
2025-05-18 06:43:00+00:00,BUY,103561.566906,5801.71519741372
2025-05-18 06:46:00+00:00,SELL,103394.70028825001,5780.7880716635555
2025-05-18 06:59:00+00:00,BUY,103543.80853124999,5780.7880716635555
2025-05-18 07:08:00+00:00,SELL,103427.06060000001,5762.727339482875
2025-05-18 07:11:00+00:00,BUY,103549.91508299999,5762.727339482875
2025-05-18 09:43:00+00:00,SELL,103870.99352250001,5769.040484721214
2025-05-18 10:14:00+00:00,BUY,104006.7063645,5769.040484721214
2025-05-18 10:24:00+00:00,SELL,103839.27089175,5748.239432953547
2025-05-18 11:02:00+00:00,BUY,103991.25814425,5748.239432953547
2025-05-18 11:12:00+00:00,SELL,103831.35785025,5727.927693518489
2025-05-18 11:16:00+00:00,BUY,103981.32467999999,5727.927693518489
2025-05-18 11:39:00+00:00,SELL,103872.01801,5710.468322295435
2025-05-18 12:26:00+00:00,BUY,103965.5568,5710.468322295435
2025-05-18 15:01:00+00:00,SELL,105088.63689625001,5760.6166879155935
2025-05-18 15:09:00+00:00,BUY,105288.91815,5760.6166879155935
2025-05-18 15:12:00+00:00,SELL,105111.0571805,5739.389455041064
2025-05-18 15:16:00+00:00,BUY,105447.947625,5739.389455041064
2025-05-18 15:31:00+00:00,SELL,105230.0236675,5716.078819421
2025-05-18 15:34:00+00:00,BUY,105388.54743975,5716.078819421
2025-05-18 16:06:00+00:00,SELL,105408.20803075001,5705.716600112096
2025-05-18 16:10:00+00:00,BUY,105632.40530775,5705.716600112096
2025-05-18 16:14:00+00:00,SELL,105391.38144825,5681.318034117267
2025-05-18 16:16:00+00:00,BUY,105553.91308125,5681.318034117267
2025-05-18 16:20:00+00:00,SELL,105409.4339175,5662.200199534869
2025-05-18 16:27:00+00:00,BUY,105517.682475,5662.200199534869
2025-05-18 16:34:00+00:00,SELL,105365.0661125,5642.708262746729
2025-05-18 16:35:00+00:00,BUY,105542.28076799998,5642.708262746729
2025-05-18 16:38:00+00:00,SELL,105387.06660675001,5623.146713671394
2025-05-18 16:39:00+00:00,BUY,105557.602425,5623.146713671394
2025-05-18 17:20:00+00:00,SELL,105674.0895235,5618.0990094778235
2025-05-18 17:22:00+00:00,BUY,105813.944532,5618.0990094778235
2025-05-18 17:25:00+00:00,SELL,105661.91261500001,5598.812563580264
2025-05-18 17:33:00+00:00,BUY,105770.53884,5598.812563580264
2025-05-18 17:34:00+00:00,SELL,105521.14253525001,5574.445489377832
2025-05-18 17:40:00+00:00,BUY,105722.184675,5574.445489377832
2025-05-18 17:42:00+00:00,SELL,105494.078574,5551.298796531132
2025-05-18 18:22:00+00:00,BUY,104625.61166249998,5551.298796531132
2025-05-18 18:24:00+00:00,SELL,104490.1337975,5533.027840399069
2025-05-18 18:26:00+00:00,BUY,104613.830775,5533.027840399069
2025-05-18 18:48:00+00:00,SELL,104487.9149075,5515.320937435117
