time,side,qty,price,value,cost,cash,position,equity
2024-09-07 00:00:00+00:00,buy,0.08217646830327667,53915.264,4430.565983158794,6.645848974738191,5562.788167866468,0.08217646830327667,9993.354151025262
2024-09-07 01:00:00+00:00,buy,6.145497779522224e-05,53778.7165,3.304969828363052,0.004957454742544579,5559.478240583362,0.08223792328107189,9982.128202264877
2024-09-07 02:00:00+00:00,sell,1.1752410783993916e-06,53780.0485,0.06320452219551158,9.480678329326737e-05,5559.541350298774,0.08223674803999349,9982.237648371904
2024-09-07 03:00:00+00:00,sell,1.8059061123509856e-05,53801.261,0.971600260920907,0.0014574003913813605,5560.511493159303,0.08221868897886998,9983.98063798931
2024-09-07 04:00:00+00:00,sell,0.00020935844662725578,54048.3575,11.31548016895459,0.016973220253431884,5571.810000108005,0.08200933053224273,10004.279615050324
2024-09-07 05:00:00+00:00,sell,0.00011048467550153762,54179.25,5.985976855166682,0.008978965282750023,5577.786997997889,0.08189884585674119,10015.005042381734
2024-09-07 06:00:00+00:00,sell,0.00010863748868419898,54308.5105,5.899940194899451,0.008849910292349177,5583.678088282496,0.08179020836805699,10025.582478236307
2024-09-07 07:00:00+00:00,buy,2.238104021312637e-05,54281.7545,1.2148821303035533,0.00182232319545533,5582.461383828997,0.08181258940827012,10023.392277098017
2024-09-07 08:00:00+00:00,sell,6.152805601368494e-05,54355.1345,3.3443657601473786,0.005016548640221068,5585.800733040504,0.08175106135225643,10029.390668360154
2024-09-07 09:00:00+00:00,buy,9.900402094595306e-05,54237.15,5.3696959346487985,0.008054543901973198,5580.422982561953,0.08185006537320239,10019.737255718137
2024-09-07 10:00:00+00:00,sell,9.08726454597053e-05,54345.406,4.938510811801741,0.0074077662177026125,5585.354085607537,0.08175919272774268,10028.590608628961
2024-09-07 11:00:00+00:00,buy,7.449130175432583e-06,54336.445,0.4047592520752329,0.0006071388781128494,5584.948719216583,0.08176664185791811,10027.85735736405
2024-09-07 12:00:00+00:00,sell,0.0001921333411424031,54566.659,10.484074508648181,0.015726111762972273,5595.417067613469,0.08157450851677571,10046.665456940966
2024-09-07 13:00:00+00:00,buy,1.9241869958316893e-05,54543.405,1.0495171060938113,0.001574275659140717,5594.365976231716,0.08159375038673403,10044.766949044257
2024-09-07 14:00:00+00:00,sell,6.741028324892817e-05,54624.4195,3.6822475908032755,0.0055233713862049135,5598.042700451133,0.0815263401034851,10051.371702563578
2024-09-07 15:00:00+00:00,sell,0.0001403419411249579,54793.725,7.689857727967134,0.0115347865919507,5605.721023392508,0.08138599816236014,10065.163025551374
2024-09-07 16:00:00+00:00,buy,0.00025279177231511685,54489.722,13.774553397338014,0.02066183009600702,5591.925808165074,0.08163878993467526,10040.400776121927
2024-09-07 17:00:00+00:00,buy,0.00029206800749008444,54141.7375,15.813069393676185,0.02371960409051428,5576.089019167307,0.08193085794216534,10011.968023021815
2024-09-07 18:00:00+00:00,sell,0.0001228164171894336,54287.6235,6.667411415998899,0.010001117123998348,5582.746429466182,0.08180804152497591,10023.910587046441
2024-09-07 19:00:00+00:00,sell,9.566195000371147e-05,54401.747,5.204177201628561,0.007806265802442841,5587.942800402008,0.0817123795749722,10033.239000807615
2024-09-07 20:00:00+00:00,buy,0.00017788936698612257,54189.85,9.639798113572933,0.0144596971703594,5578.288542591265,0.08189026894195832,10015.909933015644
2024-09-07 21:00:00+00:00,buy,0.00022961008662117366,53918.2635,12.380177152698266,0.0185702657290474,5565.889795172838,0.08211987902857949,9993.65107122391
2024-09-07 22:00:00+00:00,sell,2.7347735182869926e-05,53950.343,1.4754196933890003,0.0022131295400835004,5567.363001736687,0.08209253129339662,9996.283222753667
2024-09-07 23:00:00+00:00,sell,0.00017549432306256108,54158.2015,9.50445691052828,0.01425668536579242,5576.85320196185,0.08191703697033406,10013.332596484152
2024-09-08 00:00:00+00:00,buy,0.062396488956069696,54136.338,3377.9174161390565,5.0668761242085845,2193.8689096985845,0.14431352592640376,10006.474727222143
2024-09-08 01:00:00+00:00,sell,0.00014697077679395876,54263.199,7.975104508355166,0.011962656762532749,2201.8320515501773,0.1441665551496098,10024.77052277793
2024-09-08 02:00:00+00:00,sell,5.165942381935018e-05,54351.576,2.8077710998336216,0.0042116566497504325,2204.6356109933613,0.14411489572579045,10037.507318765736
2024-09-08 03:00:00+00:00,sell,1.691638017747854e-05,54380.5345,0.9199217958564879,0.001379882693784732,2205.554152906524,0.14409797934561297,10041.679290090917
2024-09-08 04:00:00+00:00,sell,5.6084540134837546e-05,54477.036,3.0553195119689898,0.004582979267953485,2208.604889439225,0.14404189480547813,10055.58037826547
2024-09-08 05:00:00+00:00,buy,8.539774615975992e-05,54330.271,4.639682691648966,0.00695952403747345,2203.958247223539,0.1441272925516379,10034.433110050308
2024-09-08 06:00:00+00:00,buy,1.9822614893832968e-05,54296.1,1.0762906805370442,0.0016144360208055664,2202.880342106981,0.14414711516653173,10029.506521900505
2024-09-08 07:00:00+00:00,sell,8.177895594896345e-05,54436.67,4.45177403793826,0.00667766105690739,2207.3254384838624,0.14406533621058276,10049.762604218406
2024-09-08 08:00:00+00:00,sell,1.6503452338667568e-05,54464.912,0.8988590793217233,0.001348288618982585,2208.222949274565,0.1440488327582441,10053.829949155046
2024-09-08 09:00:00+00:00,buy,2.145858901014819e-06,54461.185,0.11686601859206473,0.0001752990278880971,2208.105907956945,0.1440509786171451,10053.292903856329
2024-09-08 10:00:00+00:00,sell,8.97743891181968e-05,54616.15,4.903131502237804,0.007354697253356707,2213.0016847619295,0.1439612042280269,10075.608409060482
2024-09-08 11:00:00+00:00,buy,3.438500331248706e-05,54556.6405,1.875930264310666,0.0028138953964659988,2211.1229406022226,0.1439955892313394,10067.038535882079
2024-09-08 12:00:00+00:00,buy,0.00019685141937136885,54219.105,10.673107776295282,0.016009661664442922,2200.433823164263,0.14419244065071077,10018.41890301142
2024-09-08 13:00:00+00:00,sell,0.00010156457223492454,54393.145,5.524416504437225,0.008286624756655838,2205.9499530439434,0.14409087607847584,10043.505868757511
2024-09-08 14:00:00+00:00,buy,0.00014603111260669266,54143.113,7.906579031379885,0.011859868547069828,2198.0315141440165,0.14423690719108254,10007.466678961311
2024-09-08 15:00:00+00:00,buy,0.00026575147623209006,53692.4185,14.268839478846182,0.021403259218269275,2183.741271405952,0.14450265866731463,9942.43849493406
2024-09-08 16:00:00+00:00,sell,0.00013042992346937177,53913.45,7.031927157469801,0.010547890736204702,2190.7626506726856,0.14437222874384525,9974.36758644255
2024-09-08 17:00:00+00:00,sell,0.0003469327173769021,54509.57,18.91115324314646,0.028366729864719692,2209.6454371859672,0.14402529602646835,10060.402392711465
2024-09-08 18:00:00+00:00,buy,5.652168834513471e-05,54411.65,3.0754383236445495,0.004613157485466824,2206.5653857048374,0.1440818177148135,10046.29482256707
2024-09-08 19:00:00+00:00,buy,3.603447064365328e-05,54349.65,1.9584608674178308,0.002937691301126746,2204.6039871461185,0.14411785218545714,10037.35881217745
2024-09-08 20:00:00+00:00,sell,9.285307221384986e-06,54365.525,0.504800601876886,0.0007572009028153291,2205.1080305470928,0.14410856687823576,10039.645925879991
2024-09-08 21:00:00+00:00,sell,4.872098028996241e-05,54449.3185,2.652824173440386,0.0039792362601605786,2207.7568754842728,0.1440598458979458,10051.717307842442
2024-09-08 22:00:00+00:00,sell,4.128354580434923e-05,54520.355,2.250793572911881,0.0033761903593678214,2210.0042928668254,0.14401856235214144,10061.947438895211
2024-09-08 23:00:00+00:00,sell,0.0002027720264995425,54872.0175,11.12651018659336,0.01668976527989004,2221.114113288139,0.1438157903256419,10112.576676813092
2024-09-09 00:00:00+00:00,buy,0.03064889564066048,55061.28,1687.567424561186,2.531351136841779,531.0153375901111,0.17446468596630238,10137.264261692757
2024-09-09 01:00:00+00:00,sell,5.143156066822474e-05,55108.793,2.834331230532139,0.004251496845798209,533.8454173237975,0.17441325440563415,10145.549350820227
2024-09-09 02:00:00+00:00,sell,1.0420367828889443e-06,55114.612,0.0574314529786524,8.61471794679786e-05,533.9027626295967,0.17441221236885127,10146.564175400435
2024-09-09 03:00:00+00:00,sell,6.538401025879548e-07,55118.53,0.036038705309697265,5.40580579645459e-05,533.9387472768485,0.17441155852874868,10147.247468390438
2024-09-09 04:00:00+00:00,buy,4.565277127019374e-05,54845.695,2.5038579689898084,0.0037557869534847127,531.4311335209052,0.17445721130001887,10099.658135032294
2024-09-09 05:00:00+00:00,buy,3.241893773625604e-05,54652.2995,1.771769494633717,0.0026576542419505756,529.6567063720295,0.17448963023775513,10065.916237770078
2024-09-09 06:00:00+00:00,sell,4.071467395913575e-05,54895.4555,2.2350505725207452,0.003352575858781118,531.8884043686915,0.174448915563796,10108.341085724313
2024-09-09 07:00:00+00:00,sell,1.2452050706573958e-05,54969.6775,0.6844852115540176,0.0010267278173310265,532.5718628524281,0.17443646351308942,10121.28800640747
2024-09-09 08:00:00+00:00,sell,4.3314076925787814e-05,55230.202,2.3922452180548,0.0035883678270822,534.9605197026558,0.17439314943616363,10166.729390478158
2024-09-09 09:00:00+00:00,buy,1.0435245140827387e-05,55167.0965,0.5756821756851805,0.0008635232635277708,534.3839740037071,0.17440358468130446,10155.723360063152
2024-09-09 10:00:00+00:00,sell,3.1226087616298415e-05,55355.363,1.7285314150700033,0.002592797122605005,536.1099126216544,0.17437235859368816,10188.555119741432
2024-09-09 11:00:00+00:00,buy,1.6255503941603466e-05,55257.1985,0.8982336080187151,0.0013473504120280727,535.2103316632237,0.17438861409762976,10171.436596995849
2024-09-09 12:00:00+00:00,sell,1.4605661261463121e-05,55345.152,0.8083525425761882,0.0012125288138642822,536.017471676986,0.1743740084363683,10186.773473437072
2024-09-09 13:00:00+00:00,sell,5.718354988293317e-05,55692.115,3.184672836188551,0.004777009254282826,539.1973675039203,0.17431682488648537,10247.270025516926
2024-09-09 14:00:00+00:00,buy,0.000144016450023432,54830.72,7.896525646628794,0.01184478846994319,531.2889970688216,0.1744608413365088,10097.102539355361
2024-09-09 15:00:00+00:00,sell,9.343281409424087e-05,55393.285,5.175550499474301,0.007763325749211452,536.4567842425466,0.17436740852241456,10195.240339236085
2024-09-09 16:00:00+00:00,sell,0.00017242900863137511,56453.4265,9.734208365239201,0.014601312547858802,546.176391295238,0.17419497951378318,10380.079863945602
2024-09-09 17:00:00+00:00,sell,1.2502732442409847e-05,56529.025,0.7067672748052973,0.001060150912207946,546.882098419131,0.17418247678134077,10393.247682953464
2024-09-09 18:00:00+00:00,sell,1.5952262439333786e-06,56538.756,0.09019210737054578,0.00013528816105581868,546.9721552383405,0.17418088155509684,10394.94251734686
2024-09-09 19:00:00+00:00,sell,9.261819067746258e-05,57115.92,5.289973169278698,0.007934959753918048,552.2541934478653,0.17408826336441938,10495.465516708973
2024-09-09 20:00:00+00:00,buy,1.752663927198639e-05,57006.029,0.999124106611395,0.0014986861599170925,551.253570655094,0.17410579000369136,10476.333284673434
2024-09-09 21:00:00+00:00,sell,7.281205744377739e-05,57462.575,4.183968311767367,0.00627595246765105,555.4312630143937,0.17403297794624759,10555.814310723992
2024-09-09 22:00:00+00:00,buy,3.6452913860896e-05,57234.095,2.086349534941338,0.003129524302412007,553.3417839551499,0.17406943086010848,10516.04812639853
2024-09-09 23:00:00+00:00,buy,3.076982401714612e-05,57042.145,1.7551767632105313,0.002632765144815797,551.5839744267946,0.17410020068412563,10482.632866379787
2024-09-10 00:00:00+00:00,sell,0.05438347326661089,56990.335,3099.3323599276987,4.648998539891548,3646.2673358146017,0.11971672741751474,10468.96373644245
2024-09-10 01:00:00+00:00,buy,3.067665063458125e-06,56913.581,0.1745918040699941,0.0002618877061049912,3646.0924821228255,0.1197197950825782,10459.77473685854
2024-09-10 02:00:00+00:00,buy,0.00010217717145341587,56774.57,5.801064973083961,0.008701597459625942,3640.282715552282,0.11982197225403161,10443.123666826858
2024-09-10 03:00:00+00:00,buy,0.00016829961696671059,56546.585,9.516768596275542,0.014275152894413314,3630.751671803112,0.11999027187099832,10415.791779329627
2024-09-10 04:00:00+00:00,sell,6.669761180946865e-05,56636.677,3.7775310967242617,0.005666296645086393,3634.523536603191,0.11992357425918886,10426.596276606386
2024-09-10 05:00:00+00:00,sell,0.00022217168357170636,56939.2035,12.650278702826997,0.018975418054240495,3647.154839887964,0.11970140257561715,10462.857360376453
2024-09-10 06:00:00+00:00,buy,8.01878628038516e-05,56829.693,4.557051625469005,0.006835577438203508,3642.590952685057,0.119781590438421,10449.741964352257
2024-09-10 07:00:00+00:00,sell,0.0002766132844445879,57208.586,15.824654871890669,0.023736982307836003,3658.3918705746396,0.11950497715397641,10495.102633515935
2024-09-10 08:00:00+00:00,buy,0.0001073258040310554,57061.2025,6.124139437291369,0.009186209155937054,3652.2585449281924,0.11961230295800747,10477.480385506406
2024-09-10 09:00:00+00:00,sell,3.0485325645313033e-05,57102.81,1.7407977581124374,0.002611196637168656,3653.9967314896676,0.11958181763236216,10482.454543205095
2024-09-10 10:00:00+00:00,sell,4.1365651510263945e-05,57159.492,2.3644396265757197,0.0035466594398635798,3656.3576244568035,0.11954045198085189,10489.22913313269
2024-09-10 11:00:00+00:00,sell,6.368630518049923e-05,57246.9305,3.6458454864698293,0.005468768229704744,3659.9980011750436,0.11947676567567139,10499.67610217499
2024-09-10 12:00:00+00:00,buy,3.9829029699553486e-05,57192.15,2.277907840931318,0.003416861761396977,3657.7166764723506,0.11951659470537095,10493.127688351131
2024-09-10 13:00:00+00:00,buy,0.00033584468471031803,56734.741,19.054061203266553,0.02858109180489983,3638.6340341772793,0.11985243939008126,10438.431141191737
